"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 01F3","(2013-1-3)AAL1结构化24: 时隙号：21,数据类型：话音,记录条数：1334,记录字节数：958913544",""," 数量：2257911808字节, 比例：6.81%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 01F3","(2013-1-3)AAL1结构化24: 时隙号：22,数据类型：话音,记录条数：1493,记录字节数：1152450352",""," 数量：2257911808字节, 比例：6.81%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 01F3","(2013-1-3)AAL1结构化24: 时隙号：23,数据类型：话音,记录条数：1753,记录字节数：1448457124",""," 数量：2257911808字节, 比例：6.81%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 01F3","(2013-1-3)AAL1结构化24: 时隙号：24,数据类型：话音,记录条数：108,记录字节数：59567500",""," 数量：2257911808字节, 比例：6.81%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 01F3","(2013-1-3)AAL1结构化24: 时隙号：24,数据类型：未知报文,记录条数：67,记录字节数：35378232",""," 数量：2257911808字节, 比例：6.81%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0200","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467229696字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0230","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467208192字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 01FF","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：466916352字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：1,数据类型：话音,记录条数：1927,记录字节数：1275170108",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：2,数据类型：话音,记录条数：1461,记录字节数：813399232",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：3,数据类型：话音,记录条数：998,记录字节数：636205040",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：4,数据类型：话音,记录条数：728,记录字节数：434787168",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：5,数据类型：话音,记录条数：540,记录字节数：323349584",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：6,数据类型：话音,记录条数：403,记录字节数：237044012",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：7,数据类型：话音,记录条数：260,记录字节数：161585972",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：8,数据类型：话音,记录条数：185,记录字节数：82055264",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：9,数据类型：话音,记录条数：162,记录字节数：55540920",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：10,数据类型：话音,记录条数：148,记录字节数：41789576",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：11,数据类型：话音,记录条数：138,记录字节数：36672688",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：12,数据类型：话音,记录条数：156,记录字节数：44548192",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：13,数据类型：话音,记录条数：168,记录字节数：64554624",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：14,数据类型：话音,记录条数：198,记录字节数：68692692",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：15,数据类型：话音,记录条数：248,记录字节数：107690988",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：16,数据类型：话音,记录条数：310,记录字节数：152579564",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：17,数据类型：话音,记录条数：410,记录字节数：224118520",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：18,数据类型：话音,记录条数：555,记录字节数：311910640",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：19,数据类型：话音,记录条数：673,记录字节数：407960736",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：20,数据类型：话音,记录条数：849,记录字节数：539136528",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：21,数据类型：话音,记录条数：1129,记录字节数：685631892",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：22,数据类型：话音,记录条数：1475,记录字节数：940269128",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：23,数据类型：话音,记录条数：1995,记录字节数：1283874108",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：24,数据类型：未知报文,记录条数：51,记录字节数：23729504",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0A2A","(2013-1-3)AAL1结构化24: 时隙号：24,数据类型：话音,记录条数：112,记录字节数：33351520",""," 数量：2488950784字节, 比例：7.51%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 022D","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467211264字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0234","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467260416字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0218","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467238912字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0233","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：466824192字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 022B","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467091456字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0229","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467146752字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 022C","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467202048字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 021C","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467211264字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0211","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：466716672字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 020D","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467106816字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0235","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467122176字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0221","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467100672字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0228","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467162112字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 020E","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467214336字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 022A","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：466839552字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 021D","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467137536字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 022E","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467198976字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0231","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467241984字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 022F","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467023872字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 021E","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467241984字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 0232","(2013-1-3)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：467278848字节, 比例：1.41%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 01F3","(2013-1-4)AAL1结构化24: 时隙号：1,数据类型：话音,记录条数：1850,记录字节数：1252107396",""," 数量：1444339712字节, 比例：2.54%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 01F3","(2013-1-4)AAL1结构化24: 时隙号：2,数据类型：话音,记录条数：1358,记录字节数：914787620",""," 数量：1444339712字节, 比例：2.54%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 41366297618字节, 比例: 20.73%","AAL1数量: 19854731648字节, 比例: 48.00%","0000: 01F3","(2013-1-4)AAL1结构化24: 时隙号：3,数据类型：话音,记录条数：1136,记录字节数：745953436",""," 数量：1444339712字节, 比例：2.54%","",""
